model_year,milage,accident,clean_title,price,turbo,brand_encoded,engine_score
2019,19000.0,1,0,33242.0,0,5,-0.03167388167388157
2023,1539.0,1,1,76373.0,1,3,-0.008802308802308768
2018,31090.0,1,1,68000.0,0,4,1.0093795093795095
2022,21701.0,0,0,25099.0,0,2,-0.58008658008658
2016,97726.0,1,0,15998.0,0,3,-0.58008658008658
2015,73000.0,0,1,34000.0,0,4,-0.25988455988455983
2020,23600.0,0,1,31900.0,0,5,0.03037518037518039
2016,8755.0,0,1,166900.0,0,6,1.6546176046176047
2019,20500.0,0,1,67900.0,0,4,0.9141414141414143
2013,57912.0,1,1,18750.0,0,4,0.0009379509379510061
2009,35000.0,0,1,18500.0,0,4,0.49855699855699864
2023,7089.0,1,1,29895.0,0,3,-0.438961038961039
2019,35469.0,1,0,30890.0,1,3,-0.5135642135642136
2022,14676.0,0,0,46787.0,0,3,0.3097402597402597
2022,13750.0,0,1,79999.0,0,3,0.2920634920634921
2015,13300.0,0,1,62500.0,0,5,0.6953102453102454
2017,117000.0,0,1,27000.0,0,4,0.654978354978355
2020,27100.0,0,1,50000.0,0,4,-0.033694083694083644
2017,89352.0,1,1,20989.0,0,4,-0.39927849927849923
2018,100000.0,1,1,8500.0,0,4,-0.9094516594516594
2020,16000.0,0,1,75500.0,0,5,0.1091630591630592
2023,15200.0,0,1,62999.0,0,5,-0.47806637806637803
2012,39960.0,0,1,38995.0,0,4,0.5331890331890333
2008,119000.0,1,1,13500.0,0,4,-0.17979797979797973
2022,10971.0,0,0,29998.0,1,3,-0.7743867243867243
2014,118500.0,1,1,11500.0,0,2,-0.8137806637806637
2021,8288.0,0,1,45899.0,0,3,0.0831890331890332
2023,2950.0,0,1,74500.0,0,4,1.401154401154401
2017,73000.0,1,1,78000.0,0,5,1.087950937950938
2005,82000.0,0,1,14900.0,0,4,0.1717171717171718
2019,7874.0,0,0,38999.0,0,4,0.08917581666424886
2017,49105.0,0,1,39750.0,0,4,0.8535353535353537
2023,5500.0,0,1,40000.0,0,3,-0.017243867243867228
2005,36700.0,0,1,26000.0,0,4,0.7756132756132756
2014,40000.0,0,1,34000.0,0,4,0.6403318903318904
2017,78110.0,1,0,17500.0,0,3,-0.7023088023088023
2015,74864.0,0,1,19780.0,0,4,-0.05468975468975463
2021,15350.0,0,1,93500.0,0,4,0.8535353535353537
2010,46100.0,0,1,72999.0,0,3,0.4446608946608947
2018,61454.0,0,1,31000.0,0,3,-0.05317460317460313
2020,45241.0,0,1,54500.0,0,4,-0.033694083694083644
2018,48000.0,0,1,27000.0,0,2,-0.05317460317460313
2010,68500.0,0,1,18500.0,0,4,-0.4213564213564213
2019,43433.0,0,0,51899.0,0,4,0.4933621933621934
2005,122961.0,0,1,20995.0,0,4,1.2478354978354977
2014,92861.0,0,1,19750.0,0,3,0.6706349206349206
2016,72000.0,0,1,21400.0,0,2,0.6931457431457432
2019,6929.0,0,1,649999.0,0,6,2.1061327561327565
2003,83000.0,0,1,10500.0,0,4,0.23015873015873015
2021,18031.0,0,0,39599.0,0,4,0.08917581666424886
2023,8200.0,0,1,78900.0,0,3,0.2697691197691198
2020,19000.0,1,0,74900.0,0,5,0.1091630591630592
2022,12875.0,0,0,42599.0,0,3,-0.03167388167388157
2015,32000.0,0,1,36000.0,0,6,0.7072150072150073
2013,61145.0,1,1,37500.0,0,4,0.9141414141414143
2022,9612.0,0,0,43900.0,0,5,-0.42886002886002883
2023,3534.0,0,0,143998.0,0,5,0.6022366522366523
2011,152000.0,0,1,14000.0,0,4,0.11349206349206353
2012,129567.0,0,1,7000.0,0,4,-0.6804473304473304
2019,36000.0,1,1,41995.0,0,4,-0.033694083694083644
2009,92008.0,0,1,12500.0,0,4,-0.11702741702741698
1998,63900.0,0,1,10300.0,0,4,-0.35295815295815297
2012,150900.0,0,1,17500.0,0,3,0.684920634920635
2019,43000.0,0,1,50000.0,0,3,0.08917581666424886
2018,38020.0,0,0,63998.0,0,5,0.7391774891774893
2021,14750.0,0,1,61059.0,0,4,-0.033694083694083644
2015,52500.0,0,1,23000.0,0,2,-0.5447330447330447
2017,207571.0,1,1,21000.0,0,4,0.5624098124098125
2020,39000.0,0,1,29900.0,0,2,-0.05317460317460313
2011,66000.0,1,0,28000.0,0,5,-0.21551226551226546
2017,93500.0,0,1,16000.0,0,2,-0.05317460317460313
2018,7200.0,0,1,64000.0,0,4,0.18059163059163064
2022,1220.0,0,0,238900.0,0,6,0.07662337662337662
2023,8421.0,0,1,90000.0,0,5,0.1091630591630592
2020,25520.0,0,0,84900.0,1,4,0.6022366522366523
2020,30554.0,0,0,41999.0,0,5,0.08917581666424886
2023,17000.0,0,1,54900.0,0,3,0.5834054834054835
2011,41314.0,1,1,30999.0,0,5,0.6569985569985571
2020,49899.0,1,1,64500.0,0,5,0.9050505050505051
2012,186268.0,0,1,4500.0,0,4,-0.25988455988455983
2016,51335.0,1,1,25995.0,0,4,-0.11746031746031742
2019,10400.0,0,1,99750.0,0,5,-0.23802308802308803
2020,20622.0,0,0,142998.0,1,5,0.7360750360750362
2022,19376.0,0,1,45861.0,0,5,0.6595238095238095
2020,12245.0,0,0,187900.0,0,4,1.5091630591630594
2006,77000.0,0,1,57000.0,0,2,-0.5018759018759019
2013,40000.0,0,1,24000.0,0,3,-0.08888888888888885
2012,113000.0,0,1,10000.0,0,4,-0.1884559884559884
2022,7600.0,1,1,46000.0,0,4,0.936868686868687
2022,20400.0,0,1,29900.0,0,3,-0.6118326118326118
2019,115000.0,0,1,39000.0,0,4,-0.017460317460317416
2012,239000.0,0,1,7000.0,0,4,-0.05317460317460313
2014,62194.0,0,0,32998.0,0,3,0.07662337662337662
2020,22138.0,0,0,38598.0,0,3,-0.03167388167388157
2017,48900.0,0,1,62500.0,0,5,-0.2737373737373737
2014,21800.0,0,1,117000.0,0,4,1.152020202020202
2016,68200.0,1,1,16750.0,0,3,-0.010966810966810897
2001,139000.0,0,1,7000.0,0,4,-0.18196248196248196
2021,76100.0,0,1,130000.0,0,5,0.5106782106782107
2022,14330.0,0,0,54998.0,0,4,0.0
2019,41906.0,1,1,45999.0,0,4,0.6403318903318904
2016,164000.0,0,1,21500.0,0,4,0.936868686868687
2013,161933.0,0,1,7945.0,0,4,-0.42886002886002883
2022,22829.0,0,0,34580.0,1,2,-0.58008658008658
2023,5483.0,0,0,59950.0,1,4,-0.684126984126984
2020,46891.0,1,1,31000.0,0,5,-0.597113997113997
2019,72000.0,1,1,39000.0,0,4,0.5624098124098125
2020,3400.0,0,1,129900.0,0,5,0.305916305916306
2021,18000.0,1,1,30000.0,0,4,0.057215007215007274
2021,30630.0,0,0,39998.0,0,3,-0.03167388167388157
2007,24985.0,1,0,33580.0,0,3,-0.11789321789321783
2023,9978.0,0,1,93999.0,0,4,0.8535353535353537
2018,18500.0,1,1,77999.0,0,4,0.9544011544011544
2021,72843.0,0,1,79990.0,0,4,1.0702020202020204
2017,67500.0,0,1,20000.0,0,2,-0.002308802308802251
2020,43534.0,0,1,65990.0,0,5,1.018903318903319
2017,36900.0,0,1,28500.0,0,5,-0.6090187590187589
2017,61720.0,1,0,39998.0,0,4,0.4933621933621934
2022,35938.0,0,0,43329.0,0,3,0.3097402597402597
2023,10748.0,0,0,63100.0,1,3,-0.008802308802308768
2023,4457.0,0,0,107900.0,1,4,0.7360750360750362
2018,108206.0,1,0,26498.0,0,3,0.6872294372294371
2020,32705.0,0,0,46598.0,0,5,0.07662337662337662
2020,74026.0,0,0,32913.0,0,3,0.3097402597402597
2020,24651.0,0,0,45950.0,0,4,0.0
2022,13000.0,0,1,69000.0,0,4,-0.033694083694083644
2023,11700.0,0,1,133500.0,0,5,0.1091630591630592
2015,77500.0,0,1,54000.0,0,4,0.8593795093795094
2007,82000.0,1,1,7999.0,0,6,0.4886002886002887
2017,1389.0,0,1,489995.0,0,3,1.9225829725829726
2021,29830.0,0,0,55329.0,1,4,0.0
2016,83100.0,0,1,17800.0,0,2,0.08917581666424886
2019,62660.0,0,1,16500.0,0,3,-0.6817460317460317
2018,56006.0,0,1,59000.0,0,5,1.0407647907647908
2021,31365.0,0,0,52998.0,0,4,0.0
2004,27600.0,0,1,14900.0,0,3,0.18015873015873016
2012,47245.0,0,1,19600.0,0,2,-0.6436507936507936
2017,73948.0,0,1,31990.0,0,4,-0.022222222222222174
2019,36757.0,0,1,31953.0,0,5,-0.03167388167388157
2023,4786.0,0,1,48000.0,0,5,0.4038239538239539
2023,1900.0,0,1,78900.0,0,4,-0.052308802308802284
2014,52060.0,1,1,15000.0,0,2,0.11847041847041849
2008,58000.0,0,1,41500.0,0,5,-0.04927849927849925
2010,52246.0,0,1,26095.0,1,4,0.86002886002886
2016,64290.0,0,0,16999.0,1,3,-0.42886002886002883
2009,37500.0,0,1,21500.0,0,3,0.0652236652236653
2023,2121.0,0,1,40750.0,0,5,-0.5828282828282828
2013,57000.0,0,1,26000.0,0,5,0.8860028860028861
2020,22000.0,0,1,69500.0,0,5,0.6225829725829727
2023,2000.0,0,1,66500.0,0,4,-0.1267676767676767
2018,61802.0,0,1,32000.0,0,5,-0.014213564213564157
2010,73000.0,0,1,17500.0,0,3,0.08917581666424886
2013,110000.0,0,1,7500.0,0,4,0.08917581666424886
2013,106700.0,0,1,13500.0,0,3,-0.04992784992784987
2013,75965.0,1,1,35999.0,0,4,0.6219336219336221
2022,31804.0,1,1,48995.0,0,3,-0.03167388167388157
1992,125800.0,0,1,11500.0,0,2,0.08917581666424886
2005,116320.0,1,1,6000.0,0,1,-0.28910533910533903
2011,156875.0,1,1,9900.0,0,4,0.3933621933621934
2023,197.0,0,1,85000.0,0,5,1.4356421356421356
2020,35200.0,0,1,28500.0,0,4,-0.6185425685425685
2014,76000.0,0,1,19000.0,0,6,0.13059163059163062
2019,29000.0,0,1,34500.0,0,3,-0.5947330447330447
2019,33499.0,1,1,44495.0,0,4,0.6403318903318904
2019,25779.0,1,0,30999.0,0,3,0.0
2015,76296.0,1,1,9500.0,0,4,-0.6888888888888888
2014,29553.0,0,1,12800.0,0,4,-0.9826118326118326
2011,109902.0,0,1,4500.0,0,3,-0.9226551226551226
2019,23083.0,0,1,33500.0,0,5,-0.5756854256854257
2003,143600.0,0,1,4199.0,0,3,-0.7845598845598846
2021,22000.0,0,1,54800.0,0,5,0.7182539682539684
2022,13000.0,0,1,81500.0,0,5,0.19011544011544015
2018,53000.0,1,1,28000.0,0,4,-0.5828282828282828
2019,44741.0,0,1,52999.0,0,3,0.3158730158730159
2008,202000.0,1,1,5700.0,0,4,-0.19386724386724377
2006,215000.0,1,1,6995.0,0,4,0.6446608946608947
2019,77138.0,0,0,49998.0,0,5,0.7360750360750362
2018,90641.0,0,0,25999.0,0,3,-0.42886002886002883
2011,177702.0,1,1,7700.0,0,3,-0.680880230880231
2018,58350.0,0,1,29497.0,0,5,-0.6875901875901875
2010,86170.0,1,1,17000.0,0,4,-0.01659451659451654
2012,36568.0,1,1,20199.0,0,2,-0.7852092352092352
2015,54357.0,0,1,16250.0,0,4,-0.8315295815295816
2015,20394.0,1,0,59598.0,0,5,0.933982683982684
2023,7578.0,0,0,31113.0,0,3,-0.7743867243867243
2010,64800.0,1,1,20900.0,0,5,-0.2393217893217893
2016,117780.0,0,1,27750.0,0,3,-0.03694083694083689
2019,33100.0,0,1,18200.0,0,2,-0.6325396825396824
2016,86202.0,0,1,18750.0,0,5,-0.6113997113997113
2012,163000.0,0,1,19550.0,0,4,0.33946608946608964
2004,35400.0,0,1,24900.0,0,5,0.39076479076479087
2018,31000.0,0,1,22000.0,0,3,-0.6936507936507935
2018,103069.0,0,0,40998.0,0,5,0.7360750360750362
2021,22480.0,0,1,135800.0,0,5,0.5106782106782107
2016,91000.0,0,1,39500.0,0,5,1.4987734487734492
2010,41500.0,1,1,44800.0,0,4,0.6621933621933622
2010,91545.0,0,1,13000.0,0,4,-0.11702741702741698
2022,4100.0,0,1,162500.0,0,4,0.9273448773448774
2006,110000.0,0,1,5000.0,0,2,0.26587301587301587
2016,88000.0,0,1,18500.0,0,3,-0.07914862914862907
2018,42833.0,0,1,37000.0,0,3,0.6911976911976913
2020,23278.0,0,0,114998.0,0,5,0.07662337662337662
1993,106983.0,0,1,15300.0,0,5,0.08917581666424886
2015,60100.0,0,1,24995.0,0,4,-0.11702741702741698
2022,17381.0,0,1,69685.0,0,3,0.6595238095238095
2013,63172.0,1,1,12995.0,0,4,-0.6261183261183261
2010,72000.0,1,1,10900.0,0,4,-0.8590187590187589
2022,4820.0,0,1,47500.0,0,3,0.11341991341991355
2014,67900.0,1,0,25990.0,0,4,-0.03845598845598841
2018,51000.0,0,1,38000.0,0,3,0.684920634920635
2013,54500.0,0,1,35000.0,0,3,-0.061832611832611774
2006,61840.0,0,1,16500.0,0,6,0.4886002886002887
2006,28950.0,1,0,16750.0,0,5,0.39076479076479087
2002,300000.0,1,1,5000.0,0,4,0.6284271284271284
2011,103400.0,1,1,17000.0,0,3,-0.05836940836940832
2023,816.0,0,0,109900.0,1,4,0.6022366522366523
2016,719.0,0,1,489000.0,0,5,0.7360750360750362
2023,3678.0,0,0,81998.0,0,5,0.07662337662337662
2016,107000.0,1,1,22000.0,0,4,0.5883838383838385
2022,5018.0,0,0,114998.0,1,4,0.6022366522366523
2010,13850.0,0,1,71400.0,0,5,0.2065656565656566
2008,46700.0,1,0,11400.0,0,3,-0.24148629148629142
2021,21478.0,0,0,27798.0,0,1,-0.03167388167388157
2020,64200.0,1,1,20499.0,0,2,-0.899062049062049
2006,31075.0,0,1,36250.0,0,5,-0.008802308802308768
2022,25250.0,0,1,47800.0,0,5,0.24595959595959596
2020,35400.0,0,1,71950.0,0,4,1.0498556998556998
2004,74030.0,0,1,16000.0,0,4,0.36002886002886014
2021,48549.0,0,0,69998.0,1,4,1.1134199134199134
2023,5182.0,0,1,32500.0,0,3,-0.8352092352092352
2019,31681.0,1,1,33500.0,0,5,-0.07373737373737368
2020,23430.0,0,0,80998.0,1,4,1.310966810966811
2015,30300.0,1,1,29000.0,0,5,-0.047979797979797935
2016,112000.0,1,1,14599.0,0,4,-0.01659451659451654
2014,127356.0,1,1,19990.0,0,2,0.05569985569985577
2017,50600.0,1,1,28890.0,0,2,-0.07373737373737368
2011,194000.0,0,1,9950.0,0,4,0.47907647907647916
2021,33455.0,0,1,44750.0,0,3,0.684920634920635
2022,43000.0,0,1,35750.0,0,4,-0.63997113997114
2016,46102.0,0,1,35300.0,0,5,0.6476911976911978
2019,59000.0,0,1,21000.0,0,4,-0.01659451659451654
2004,134000.0,1,1,9500.0,0,3,0.2505050505050506
2020,3715.0,0,1,150000.0,0,4,1.401154401154401
2012,100245.0,1,1,24000.0,0,5,-0.38369408369408364
2022,8583.0,0,0,42999.0,1,5,-0.42886002886002883
2003,141800.0,1,1,5700.0,0,3,0.17388167388167397
2012,77000.0,0,1,13800.0,0,4,-0.6804473304473304
2018,67035.0,1,1,31500.0,0,4,-0.5828282828282828
2012,61450.0,0,1,19500.0,0,4,-0.03845598845598841
2015,39500.0,0,1,52590.0,0,5,0.689033189033189
2020,6600.0,0,1,128900.0,0,5,0.8297258297258298
2023,2300.0,0,1,51500.0,0,4,0.936868686868687
2023,10601.0,0,0,61998.0,0,4,0.07662337662337662
2018,18000.0,0,1,67000.0,0,6,0.7072150072150073
2022,31681.0,1,0,67963.0,0,4,1.310966810966811
2020,24114.0,1,0,49427.0,0,4,-0.03167388167388157
2022,22109.0,1,0,43389.0,0,3,-0.03167388167388157
2012,148000.0,0,1,18000.0,0,4,0.47907647907647916
2018,41000.0,0,1,60200.0,0,4,1.0093795093795095
2009,127600.0,0,1,19500.0,0,3,0.5173881673881674
2005,138450.0,1,1,19000.0,0,3,1.5621933621933624
2013,230000.0,0,1,15500.0,0,4,0.4671717171717172
2017,53649.0,0,1,33000.0,0,4,-0.05317460317460313
2012,174000.0,1,1,11999.0,0,5,0.4087301587301588
2022,49860.0,1,1,47645.0,0,2,0.6872294372294371
2021,13650.0,0,1,75000.0,0,5,0.717821067821068
2016,134000.0,1,1,13500.0,0,4,-0.6113997113997113
2014,78000.0,0,1,68000.0,0,5,0.06262626262626265
2005,65750.0,0,1,21750.0,0,5,-0.1343434343434343
2021,18000.0,0,1,94000.0,0,4,1.0093795093795095
2007,121630.0,0,1,9450.0,0,4,-0.17979797979797973
2023,4500.0,0,1,89999.0,0,6,1.9901154401154404
2022,9408.0,0,0,61999.0,0,3,-0.42886002886002883
2016,120000.0,0,1,16000.0,0,4,-0.6113997113997113
2016,168600.0,0,1,29500.0,0,4,0.8535353535353537
2004,43705.0,0,1,25900.0,0,4,0.6111111111111112
2013,111000.0,0,1,11500.0,0,4,-0.6804473304473304
2012,64549.0,0,1,17000.0,0,4,-0.6804473304473304
2007,53000.0,0,1,6500.0,0,2,-0.23391053391053393
2017,13465.0,0,1,44900.0,0,4,0.936868686868687
2023,5844.0,0,1,52000.0,0,5,0.4038239538239539
2015,74000.0,0,1,40000.0,0,4,0.18059163059163064
2011,100331.0,1,1,6900.0,0,3,-0.6460317460317461
2022,24850.0,0,1,53568.0,0,3,0.07821067821067826
2021,17467.0,0,0,43860.0,1,3,-0.42886002886002883
2015,115000.0,0,1,11995.0,0,3,-0.13650793650793647
2015,72000.0,1,1,26500.0,0,4,0.6403318903318904
2008,162000.0,1,1,6500.0,0,2,-0.5111832611832612
2017,47589.0,0,1,45500.0,0,4,0.5624098124098125
2023,6548.0,0,0,41999.0,0,3,0.08917581666424886
2018,10339.0,0,1,36990.0,0,5,-0.07373737373737368
2021,32092.0,0,1,35113.0,0,5,-0.03167388167388157
2014,85275.0,1,0,23998.0,0,4,0.0
2016,138000.0,0,1,10990.0,0,2,-0.8267676767676768
2003,87500.0,0,1,16999.0,0,4,0.4314574314574315
2013,34920.0,0,1,38900.0,0,6,0.6738816738816741
2020,27224.0,0,0,65999.0,0,5,0.08917581666424886
2018,25000.0,0,1,52000.0,0,4,0.03773448773448778
2021,14642.0,0,1,48500.0,0,5,0.4038239538239539
2015,162000.0,0,1,13999.0,0,2,-0.6904040404040405
1996,119500.0,1,1,16999.0,0,2,0.3968253968253969
2017,101800.0,0,1,36500.0,0,5,0.8860028860028861
2021,84351.0,0,1,42691.0,1,4,0.0
2012,26930.0,0,1,6700.0,0,3,-0.9987734487734486
2019,40698.0,0,0,42886.0,0,3,0.0
2020,40000.0,0,1,112500.0,0,5,1.02020202020202
2019,30000.0,1,1,29000.0,0,4,-0.5923520923520923
2007,78980.0,1,1,10600.0,0,4,-0.10793650793650789
2007,28844.0,1,0,69995.0,0,5,0.3097402597402597
2020,21028.0,0,0,96900.0,0,5,0.08917581666424886
2023,5409.0,0,1,88950.0,1,6,0.07662337662337662
2020,12700.0,1,1,69900.0,0,3,1.5606782106782109
2021,19000.0,1,0,25900.0,0,2,-0.6618326118326118
2019,12000.0,0,1,48000.0,0,4,-0.00036075036075031153
2016,25717.0,0,1,33900.0,0,4,0.7074314574314574
2022,12055.0,0,1,44400.0,0,5,0.4038239538239539
2011,69700.0,1,1,23000.0,0,4,-0.5518759018759019
2020,25013.0,0,1,55000.0,0,4,0.132972582972583
2023,1156.0,0,1,54900.0,0,4,0.09935064935064937
2016,57939.0,0,1,27500.0,0,4,-0.06940836940836936
2018,52694.0,0,1,49999.0,0,5,0.0853535353535354
2015,54000.0,0,1,37000.0,0,5,0.6953102453102454
2002,110500.0,0,1,27000.0,0,2,-0.6113997113997113
2000,97500.0,0,1,10000.0,0,4,0.5992063492063493
2020,20909.0,0,1,35387.0,0,4,-0.03167388167388157
2013,77648.0,0,1,40000.0,0,5,1.0236652236652237
2013,79422.0,0,1,64000.0,0,6,1.68989898989899
2002,53850.0,1,1,16900.0,0,4,0.9509379509379509
2020,21832.0,0,1,42000.0,0,4,-0.00036075036075031153
2017,41932.0,0,1,18700.0,0,3,-0.8869408369408368
2017,110000.0,1,1,34999.0,0,4,0.5624098124098125
2020,67400.0,0,1,47500.0,0,3,0.684920634920635
2017,62662.0,1,1,24000.0,0,2,-0.5447330447330447
2015,102000.0,1,1,18000.0,0,2,-0.5447330447330447
2014,79785.0,1,1,16488.0,0,2,0.05569985569985577
2017,166549.0,1,1,24950.0,0,4,0.5624098124098125
2006,190656.0,1,1,8900.0,0,3,0.2762626262626264
2016,7928.0,0,1,37500.0,0,3,0.08917581666424886
2009,135606.0,0,1,15000.0,0,5,0.6056998556998557
2023,14700.0,0,1,39900.0,0,3,-0.017243867243867228
2019,12985.0,1,1,96000.0,0,5,0.9559163059163059
2014,4200.0,0,1,64995.0,0,4,-0.033694083694083644
2017,44000.0,0,1,23500.0,0,2,-0.8209235209235208
2015,66000.0,0,1,12000.0,0,3,-0.8018759018759019
2021,17945.0,0,0,89900.0,0,5,0.7391774891774893
2013,106700.0,0,1,17500.0,0,3,0.0652236652236653
2020,120000.0,0,1,55000.0,0,4,0.8535353535353537
2012,59600.0,0,1,19900.0,0,5,-0.03650793650793646
2012,117220.0,0,1,8900.0,0,3,-0.6317460317460317
2022,85200.0,0,1,67500.0,0,4,0.9736652236652236
2018,63450.0,0,1,24325.0,0,2,-0.659018759018759
2004,73000.0,0,1,22500.0,0,3,1.5621933621933624
2014,115000.0,0,1,11495.0,0,1,-0.680880230880231
2016,56000.0,0,1,49900.0,0,5,0.8860028860028861
2018,67296.0,0,0,40900.0,0,4,0.0
2015,179200.0,1,1,16000.0,0,4,0.5624098124098125
2015,28000.0,0,1,44999.0,0,6,0.6834054834054836
2003,155000.0,0,1,55000.0,0,5,0.24769119769119777
2012,154000.0,1,1,8500.0,0,2,-0.6317460317460317
2012,62500.0,1,1,18955.0,0,4,-0.1884559884559884
2000,177700.0,0,1,2500.0,0,4,-0.5023088023088023
2019,83700.0,1,1,26000.0,0,5,0.08917581666424886
1995,120000.0,1,1,6500.0,0,4,0.08917581666424886
2012,65000.0,0,1,21500.0,0,3,0.0652236652236653
2018,62808.0,1,0,38598.0,1,5,0.07662337662337662
2021,3000.0,0,1,49500.0,0,4,0.7669552669552671
2012,119000.0,0,1,12000.0,0,4,-0.6804473304473304
2013,198868.0,0,1,25000.0,0,5,0.5626262626262627
2011,188000.0,1,1,8500.0,0,3,-0.22525252525252518
2013,157405.0,0,1,10750.0,0,5,-0.16507936507936502
2016,8228.0,0,1,62500.0,0,3,1.5368686868686872
2018,73101.0,0,1,42950.0,0,5,0.0734487734487735
2018,10950.0,0,1,60995.0,0,4,0.18059163059163064
2018,63160.0,1,1,47000.0,0,5,0.6225829725829727
2019,31866.0,0,0,68900.0,0,5,0.7391774891774893
2009,75000.0,0,1,18900.0,0,4,0.5827561327561328
2016,98000.0,1,1,36000.0,0,3,-0.03694083694083689
2012,33576.0,0,1,18900.0,0,2,-0.7852092352092352
2012,123200.0,1,1,12449.0,0,2,-0.07373737373737368
2013,112000.0,0,1,8800.0,0,3,-0.021789321789321737
2010,68000.0,1,1,19500.0,0,4,0.8678210678210679
2012,120000.0,1,1,14500.0,0,2,0.05569985569985577
2019,45000.0,1,1,46999.0,0,4,0.6403318903318904
2022,6700.0,0,1,39500.0,0,4,0.936868686868687
2021,6785.0,0,0,108900.0,0,5,0.08917581666424886
2015,40900.0,0,1,59750.0,0,5,1.1212842712842714
2018,74150.0,0,1,45000.0,0,4,0.8535353535353537
2014,94448.0,0,1,15999.0,0,3,-0.6308802308802309
2015,108000.0,0,1,19998.0,0,4,-0.09321789321789316
2012,118000.0,1,1,17000.0,0,4,0.9022366522366524
2020,38800.0,0,1,57500.0,0,3,0.9812409812409814
2017,55000.0,0,1,40000.0,0,4,-0.06940836940836936
2021,34967.0,1,1,49999.0,0,4,0.07821067821067826
2016,85325.0,0,1,30000.0,0,3,-0.061832611832611774
2018,63750.0,0,1,36000.0,0,5,0.86002886002886
2016,87248.0,0,1,19999.0,0,4,-0.010966810966810897
1997,206000.0,1,1,15900.0,0,4,-0.40923520923520923
2011,112854.0,0,1,11999.0,0,5,0.42388167388167397
2023,1150.0,0,1,96850.0,0,6,1.9901154401154404
2023,10000.0,0,1,48000.0,0,5,0.4038239538239539
2022,14100.0,0,1,53000.0,0,5,-0.5756854256854257
2023,14360.0,0,1,85495.0,0,4,0.061544011544011595
2023,10000.0,0,1,32000.0,0,4,-1.0198412698412698
2015,217500.0,0,1,20000.0,0,4,0.5624098124098125
2021,73846.0,0,1,60995.0,0,4,0.4933621933621934
2020,40000.0,0,1,45000.0,0,3,-0.061832611832611774
2023,9980.0,0,1,82000.0,0,4,0.5624098124098125
2019,41997.0,0,1,24995.0,0,2,-0.5665945165945165
2021,2000.0,0,1,39000.0,0,4,-0.5161616161616162
2016,42750.0,1,1,22999.0,0,5,-0.6875901875901875
2019,19473.0,0,0,31698.0,1,4,-0.42886002886002883
2019,35340.0,0,1,23000.0,0,2,-0.7685425685425685
2008,93000.0,1,1,12000.0,0,5,-0.11746031746031742
2014,66150.0,1,1,47995.0,0,4,0.8535353535353535
2022,19352.0,0,1,54599.0,0,3,-0.09949494949494946
2020,81000.0,0,1,64800.0,0,5,0.9050505050505051
2011,183000.0,0,1,16000.0,0,3,0.684920634920635
2004,44000.0,1,1,24999.0,0,3,-0.22741702741702738
2021,18100.0,0,1,51800.0,0,4,-0.00036075036075031153
2011,40000.0,1,1,20000.0,0,5,0.8860028860028861
2011,120000.0,0,1,31999.0,0,5,-0.38369408369408364
2023,325.0,0,1,84997.0,0,3,0.2697691197691198
2017,55000.0,0,1,39100.0,0,6,0.132972582972583
1996,233000.0,0,1,7500.0,0,3,0.08917581666424886
2021,6987.0,0,1,749950.0,0,6,1.5362914862914863
2019,48500.0,1,1,44999.0,0,4,0.8145743145743146
2018,52000.0,0,1,50000.0,0,5,0.5626262626262627
2007,179000.0,1,1,17900.0,0,3,-0.11075036075036071
2019,42626.0,0,1,42000.0,0,3,1.0386002886002887
2018,65900.0,1,1,34700.0,0,4,0.3277777777777778
2022,7523.0,0,0,54543.0,1,5,-0.58008658008658
2019,34365.0,0,0,59598.0,0,3,-0.42886002886002883
2021,16949.0,0,1,24995.0,0,3,-0.684126984126984
2022,7968.0,0,1,104999.0,0,5,0.7011544011544012
2018,61000.0,0,1,57500.0,0,5,-0.04559884559884555
2018,100564.0,0,0,23105.0,0,2,0.6872294372294371
2022,13700.0,0,1,39500.0,0,4,-0.6523088023088023
2021,38612.0,0,0,42242.0,0,3,0.3097402597402597
2005,155000.0,1,1,7995.0,0,4,-0.33174603174603173
2017,56000.0,0,1,35750.0,0,5,0.5834054834054835
2022,15107.0,0,0,114900.0,0,5,0.7391774891774893
2022,44459.0,0,1,22945.0,0,3,-0.925036075036075
2017,31000.0,1,1,38000.0,0,5,-0.6090187590187589
2012,44000.0,1,1,22222.0,0,5,-0.03650793650793646
2018,22558.0,0,1,47645.0,1,5,0.07662337662337662
2003,116157.0,0,1,14250.0,0,3,-0.17979797979797973
2018,23500.0,1,1,50000.0,0,3,0.3158730158730159
2008,28150.0,0,1,31000.0,0,4,0.8773448773448774
2016,137500.0,1,1,29500.0,0,4,0.8535353535353537
2021,2284.0,0,1,157500.0,1,5,-0.42886002886002883
2023,350.0,0,1,195000.0,0,5,0.8260461760461761
2017,169000.0,0,1,13000.0,0,4,-0.06507936507936503
2018,17761.0,0,0,243900.0,1,6,0.9137806637806638
2010,8949.0,0,1,30000.0,0,4,0.8678210678210679
2020,25108.0,1,0,66000.0,0,4,0.8260461760461761
2016,103000.0,0,1,33999.0,0,5,0.0734487734487735
2003,87600.0,1,1,32000.0,0,5,0.009595959595959653
2022,1087.0,0,1,279000.0,1,6,0.07662337662337662
2015,76753.0,1,1,15999.0,0,5,-0.6875901875901875
2019,10500.0,0,1,79500.0,0,5,-0.6875901875901875
2011,199000.0,0,1,9250.0,0,5,-0.11746031746031742
