model_year,milage,accident,clean_title,price,horsepower,turbo,is_luxury,is_upper_class
2018,72000.0,1,1,30000,354.0,0,0,0
2023,9000.0,0,1,92000,490.0,0,0,0
2006,159890.0,1,1,6500,225.0,0,0,0
2007,56000.0,0,1,18000,300.0,0,0,0
2009,78414.0,1,1,28750,420.0,0,0,0
2013,61145.0,1,1,37500,560.0,0,0,0
2010,90050.0,0,1,5800,235.0,0,0,0
2016,116500.0,1,1,30500,420.0,0,0,0
2019,19300.0,0,1,36000,335.0,0,0,0
2006,54082.0,0,1,17000,390.0,0,0,0
2018,42650.0,0,1,31990,220.0,0,0,0
2015,175000.0,0,1,19500,340.0,0,0,0
2023,14360.0,0,1,85495,375.0,0,0,0
2012,108045.0,0,1,6500,160.0,0,0,0
2021,2165.0,0,1,279950,,1,1,0
2019,6700.0,0,1,63000,300.0,0,0,1
2019,32500.0,0,1,43500,385.0,0,0,0
2020,57000.0,1,1,36500,365.0,0,0,0
2019,51300.0,1,1,25500,193.0,0,0,0
2023,10601.0,0,0,61998,,0,0,0
2016,60000.0,1,1,24700,354.0,0,0,0
2013,40800.0,0,1,35500,265.0,0,0,1
2017,137000.0,0,1,10995,186.0,0,0,0
2016,92000.0,0,1,19995,315.0,0,0,0
2013,34920.0,0,1,38900,440.0,0,0,0
2007,37100.0,0,1,16900,306.0,0,0,0
1993,115000.0,0,1,21900,,0,0,0
2014,125559.0,1,1,11200,304.0,0,0,0
2006,128000.0,0,1,37999,286.0,0,0,0
2019,22300.0,0,1,38999,349.0,0,0,0
2022,24778.0,1,0,36599,,0,0,0
2022,15443.0,0,1,84500,670.0,0,0,1
2020,38000.0,0,1,45000,285.0,0,0,0
2019,47839.0,0,1,24991,,0,0,0
2018,92813.0,0,1,30499,271.0,0,0,1
2003,165000.0,1,1,4000,260.0,0,0,0
2015,26000.0,0,1,52500,550.0,0,0,0
2020,40208.0,1,1,38000,485.0,0,0,0
2019,25779.0,1,0,30999,,0,0,0
2023,1518.0,0,1,194965,473.0,0,0,1
2007,145000.0,1,1,4200,242.0,0,0,0
2008,94291.0,0,1,14500,260.0,0,0,0
2018,83424.0,0,1,45000,518.0,0,0,1
2008,46700.0,1,0,11400,235.0,0,0,0
2017,207571.0,1,1,21000,355.0,0,0,0
2012,194000.0,1,1,4900,138.0,0,0,0
1997,229000.0,1,1,19500,180.0,0,0,0
2019,28211.0,1,1,27500,184.0,0,0,0
2008,193783.0,1,1,10000,258.0,0,0,0
2022,16120.0,0,0,26599,,0,0,0
2014,76500.0,0,1,17999,302.0,0,0,0
2022,12000.0,0,1,41000,365.0,0,0,0
2023,542.0,0,1,92500,835.0,0,0,0
2022,7800.0,0,1,66000,455.0,0,0,0
2018,50166.0,1,1,43550,,0,0,1
2020,29136.0,0,0,58598,,1,0,1
2015,70700.0,1,1,23000,445.0,0,0,0
2018,16000.0,1,1,30500,260.0,0,0,0
1999,48054.0,0,1,9500,220.0,0,0,0
2016,76400.0,1,1,31300,445.0,0,0,0
2021,6400.0,0,1,68000,382.0,0,0,0
2008,28150.0,0,1,31000,430.0,0,0,0
2007,114528.0,0,1,9000,360.0,0,0,0
2021,23436.0,0,1,41927,311.0,0,0,0
2015,34455.0,0,1,28000,300.0,0,0,0
2016,17500.0,0,1,15100,132.0,0,0,0
2017,79950.0,0,1,17390,189.0,0,0,0
2016,53900.0,0,1,27500,268.0,0,0,0
2022,30565.0,0,1,29000,192.0,0,0,0
2022,13895.0,0,0,44998,,0,0,0
2012,65000.0,0,1,21500,332.0,0,0,0
2012,141775.0,0,1,11500,400.0,0,0,0
2021,28260.0,0,1,72950,450.0,0,0,0
2017,55359.0,0,0,15599,,0,0,0
2011,194000.0,0,1,9950,320.0,0,0,0
2017,73690.0,1,1,27000,395.0,0,0,1
2010,178000.0,0,1,7600,170.0,0,0,0
2022,7900.0,0,1,92500,490.0,0,0,0
2001,109357.0,0,1,12749,310.0,0,0,0
2023,250.0,1,0,94000,835.0,0,0,0
1994,170443.0,1,1,6000,,0,0,0
2014,62194.0,0,0,32998,,0,0,0
2018,58100.0,0,1,53499,518.0,0,0,0
2012,79000.0,0,1,19999,402.0,0,0,0
2019,46000.0,0,1,37900,305.0,0,0,1
2016,46102.0,0,1,35300,429.0,0,0,0
2016,135350.0,1,1,19900,280.0,0,0,0
2011,118000.0,1,1,12500,360.0,0,0,0
2008,196000.0,0,1,6499,235.0,0,0,0
2020,26540.0,0,1,46995,375.0,0,0,0
2015,33000.0,0,1,65000,560.0,0,0,0
2021,35003.0,0,1,40999,,0,0,1
2010,130000.0,0,1,15500,510.0,0,0,0
2022,23300.0,0,1,67500,440.0,0,0,0
2011,185000.0,1,1,7500,260.0,0,0,0
2006,212500.0,0,1,6500,210.0,0,0,0
2010,8700.0,0,1,39900,305.0,0,0,0
2022,13000.0,0,1,60000,261.0,0,0,1
2007,130000.0,1,1,3499,275.0,0,0,0
2019,32300.0,0,1,29000,,0,0,1
2020,15500.0,0,1,30000,268.0,0,0,0
2002,35515.0,1,1,21000,310.0,0,0,0
2019,69771.0,0,1,27500,227.0,0,0,0
2020,10906.0,0,0,96998,,1,0,0
2022,14739.0,0,0,61900,,0,0,0
2020,35580.0,0,0,46998,,0,0,0
2011,183000.0,0,1,16000,381.0,0,0,0
2020,35569.0,0,0,21999,,1,0,0
2016,139200.0,1,1,22000,161.0,0,0,0
2019,46000.0,1,1,29000,265.0,0,0,0
2007,7800.0,0,1,19000,260.0,0,0,0
2020,49000.0,0,1,40000,295.0,0,0,0
2016,110000.0,0,1,30999,355.0,0,0,0
2017,73043.0,0,1,30990,300.0,0,0,1
2010,70000.0,0,1,22000,425.0,0,0,0
2016,62000.0,0,1,40000,469.0,0,0,0
2018,73049.0,1,1,30510,,1,0,0
2015,155382.0,1,1,13500,200.0,0,0,0
2020,65852.0,0,0,68998,,1,0,0
2018,50400.0,0,1,28500,252.0,0,0,0
2017,80000.0,0,1,23800,390.0,0,0,0
2018,55000.0,0,1,37900,355.0,0,0,0
2010,154860.0,0,1,17900,310.0,0,0,0
2012,26930.0,0,1,6700,107.0,0,0,0
2013,54500.0,0,1,35000,285.0,0,0,0
2018,29294.0,0,1,39999,340.0,0,0,0
2011,114890.0,0,1,20990,414.0,0,0,0
2015,68575.0,1,1,26000,270.0,0,0,0
2013,46452.0,0,1,22888,200.0,0,0,0
2008,119000.0,1,1,13500,210.0,0,0,0
2022,4900.0,0,1,99000,536.0,0,0,0
2019,94650.0,0,1,37000,275.0,0,0,0
2017,45000.0,0,1,29999,395.0,0,0,1
2010,52246.0,0,1,26095,,1,0,0
2021,73846.0,0,1,60995,,0,0,0
2019,59678.0,0,1,33700,,1,0,0
2001,60000.0,0,1,25000,333.0,0,0,0
2014,29500.0,0,1,40999,560.0,0,0,0
2017,28399.0,0,1,55600,469.0,0,0,0
2019,30000.0,1,1,21250,152.0,0,0,0
2018,56450.0,1,1,13999,147.0,0,0,0
2022,16648.0,0,0,70999,,1,0,1
2015,73000.0,0,1,34000,240.0,0,0,0
2017,45000.0,1,1,16500,172.0,0,0,0
2006,118000.0,0,1,17900,220.0,0,0,1
2020,35999.0,0,0,59598,,1,0,0
2016,77000.0,1,1,26999,240.0,0,0,0
2016,14900.0,0,1,39000,350.0,0,0,0
2016,21000.0,1,0,217000,624.0,0,1,0
2006,190656.0,1,1,8900,273.0,0,0,0
2018,49000.0,0,1,23450,241.0,0,0,0
2020,37000.0,1,1,50000,335.0,0,0,0
2012,154000.0,1,1,8500,206.0,0,0,0
2015,72000.0,1,1,26500,445.0,0,0,0
2018,48619.0,0,1,51499,400.0,0,0,0
2016,43073.0,0,0,17999,,1,0,0
2020,26870.0,1,1,34645,,1,0,0
2021,13650.0,0,1,75000,503.0,0,0,0
2010,58000.0,0,1,8000,118.0,0,0,0
2022,27352.0,0,0,27785,,1,0,0
2013,67522.0,1,1,59500,350.0,0,0,1
2004,55000.0,0,1,24000,154.0,0,0,0
2014,70000.0,1,1,20000,240.0,0,0,0
2013,62500.0,0,1,16000,305.0,0,0,0
2003,61491.0,1,1,28000,271.0,0,0,0
2015,86000.0,0,1,49000,397.0,0,0,0
2020,12758.0,0,1,107900,379.0,0,0,1
2020,27500.0,0,1,44000,455.0,0,0,1
2010,107000.0,1,1,17500,205.0,0,0,0
2014,89500.0,0,1,18000,310.0,0,0,0
2019,10400.0,0,1,99750,365.0,0,0,1
2014,124000.0,0,1,24850,395.0,0,0,1
2022,5020.0,0,1,36500,278.0,0,0,0
2008,64500.0,1,1,16000,300.0,0,0,0
2020,14000.0,0,1,48000,208.0,0,0,0
2021,88883.0,0,1,33172,,1,0,0
2020,23339.0,1,0,34645,,1,0,0
2014,59715.0,1,1,45000,560.0,0,0,0
2009,127600.0,0,1,19500,317.0,0,0,0
2000,95200.0,0,1,11999,120.0,0,0,0
2003,87500.0,0,1,16999,300.0,0,0,0
2017,67500.0,0,1,20000,310.0,0,0,0
2015,68653.0,1,1,18950,288.0,0,0,0
2023,14700.0,0,1,39900,291.0,0,0,0
2018,10339.0,0,1,36990,280.0,0,0,1
2014,74595.0,1,1,32450,495.0,0,0,0
2022,2235.0,0,1,110000,429.0,0,0,0
2022,22588.0,0,0,52598,,0,0,0
2006,61840.0,0,1,16500,394.0,0,0,0
2018,46711.0,1,1,20850,304.0,0,0,0
2012,163500.0,0,1,5949,283.0,0,0,0
2022,7000.0,0,1,75500,437.0,0,0,0
2010,72000.0,1,1,10900,136.0,0,0,0
2008,44300.0,0,1,62000,237.0,0,0,0
2007,72166.0,1,1,35995,552.0,0,1,0
2018,19000.0,0,1,145000,450.0,0,0,1
2013,105000.0,1,1,12000,318.0,0,0,0
1996,38000.0,1,0,75000,,0,0,1
2014,55000.0,0,1,19250,302.0,0,0,0
2023,7578.0,0,0,31113,,0,0,0
2019,43500.0,0,1,30000,250.0,0,0,0
2012,119000.0,0,1,12000,211.0,0,0,0
2012,69000.0,1,1,15900,300.0,0,0,0
2023,2000.0,0,1,175000,603.0,0,0,0
2018,63990.0,1,1,48000,381.0,0,0,0
2020,27989.0,0,1,29000,228.0,0,0,0
2011,113000.0,0,1,5800,148.0,0,0,0
2021,67800.0,1,1,36500,400.0,0,0,0
2023,1500.0,0,1,84900,382.0,0,0,0
2013,36750.0,0,1,35999,445.0,0,0,0
2004,74030.0,0,1,16000,340.0,0,0,0
2016,61549.0,1,0,19998,,0,0,0
2022,10101.0,0,1,44990,261.0,0,0,0
2023,1400.0,0,1,46500,270.0,0,0,0
2019,44800.0,0,1,52500,420.0,0,0,0
2014,34600.0,0,1,27500,402.0,0,0,0
2012,122600.0,1,1,12900,300.0,0,0,0
2012,21300.0,1,1,38500,382.0,0,0,0
2021,24000.0,0,1,38000,290.0,0,0,0
2022,1600.0,0,1,59000,308.0,0,0,0
2022,22600.0,1,0,76740,,1,0,0
2021,16878.0,0,1,38781,,1,0,0
2018,42500.0,1,1,53999,330.0,0,0,1
2009,143346.0,1,1,3000,152.0,0,0,0
2011,101000.0,0,1,18500,412.0,0,0,0
2013,87501.0,1,1,17777,225.0,0,0,0
2016,83100.0,0,1,17800,,0,0,0
2013,130000.0,1,1,26900,429.0,0,0,0
2014,99499.0,1,1,15000,210.0,0,0,0
2020,14700.0,0,1,63000,778.0,0,0,1
2012,39960.0,0,1,38995,400.0,0,0,0
2012,31130.0,0,1,23500,302.0,0,0,0
2006,95450.0,1,1,42000,333.0,0,0,0
2018,66770.0,1,0,21500,169.0,0,0,0
2006,21000.0,0,1,47500,505.0,0,0,0
2013,96000.0,1,1,13500,240.0,0,0,0
2021,36544.0,0,1,33290,,1,0,0
2020,47500.0,0,1,31000,293.0,0,0,0
2011,111000.0,0,1,10900,312.0,0,0,0
2012,36568.0,1,1,20199,167.0,0,0,0
2018,28333.0,0,1,20500,184.0,0,0,0
2016,112000.0,1,1,14599,304.0,0,0,0
2016,142666.0,1,1,22000,450.0,0,0,0
2023,6423.0,0,1,42500,291.0,0,0,0
2022,15544.0,1,0,28000,134.0,0,0,0
2015,115550.0,0,1,17500,240.0,0,0,0
2016,104000.0,0,1,10500,,0,0,0
2019,45163.0,0,1,35690,,1,0,0
2007,26021.0,0,1,53999,325.0,0,0,1
2022,4100.0,0,1,162500,591.0,0,0,0
2002,80000.0,1,1,8500,200.0,0,0,0
2013,75965.0,1,1,35999,450.0,0,0,0
2013,116000.0,1,1,12500,173.0,0,0,0
2014,127558.0,0,1,13715,,0,0,0
2016,61500.0,0,1,63500,381.0,0,0,0
2018,70455.0,0,1,45855,300.0,0,0,1
2013,106700.0,0,1,13500,290.0,0,0,0
1996,95000.0,0,1,25000,290.0,0,0,0
2020,49990.0,0,1,53000,270.0,0,0,0
2011,104000.0,0,1,20900,300.0,0,0,1
2008,95798.0,0,1,9850,200.0,0,0,0
2004,178000.0,0,1,5750,184.0,0,0,0
2010,208321.0,0,1,3500,173.0,0,0,0
2016,91188.0,0,1,29995,450.0,0,0,0
2023,2500.0,0,1,84000,420.0,0,0,0
2005,160900.0,1,1,7200,190.0,0,0,0
2017,38200.0,0,1,29500,285.0,0,0,0
2007,138000.0,1,1,10000,382.0,0,0,0
2023,6548.0,0,0,41999,,0,0,0
2013,15500.0,0,1,45000,430.0,0,0,0
2016,91700.0,0,1,13999,181.0,0,0,0
2015,1800.0,0,1,64990,707.0,0,0,0
2021,16100.0,0,1,25500,146.0,0,0,0
2015,88000.0,0,1,19500,302.0,0,0,0
2014,96800.0,0,1,28450,362.0,0,0,1
2007,112630.0,1,1,11500,266.0,0,0,0
2002,103500.0,0,1,12500,190.0,0,0,0
2021,60942.0,0,1,32085,,1,0,0
2023,208.0,0,1,89000,563.0,0,0,0
2019,23350.0,0,1,48000,335.0,0,0,0
2021,24158.0,0,1,44900,400.0,0,0,0
2020,57785.0,0,1,63995,395.0,0,0,0
2020,25793.0,0,0,52999,,1,0,0
2023,8500.0,0,1,67900,382.0,0,0,0
2018,32000.0,0,1,22999,272.0,0,0,0
2011,187450.0,1,1,10400,275.0,0,0,0
2020,6025.0,0,1,27500,205.0,0,0,0
2023,11700.0,0,1,133500,395.0,0,0,0
2018,17000.0,0,1,38500,285.0,0,0,0
2022,48306.0,1,1,71999,,0,0,0
2014,124700.0,0,1,30000,410.0,0,0,1
2001,66500.0,0,1,21000,333.0,0,0,0
2013,106385.0,1,1,42900,385.0,0,0,1
2010,98700.0,0,1,10340,290.0,0,0,0
2007,189887.0,1,1,3995,204.0,0,0,0
2014,40000.0,0,1,34000,445.0,0,0,0
2005,86000.0,0,1,22500,282.0,0,0,0
2018,67100.0,1,1,34250,362.0,0,0,0
2017,119000.0,0,1,15900,180.0,0,0,0
2023,2925.0,0,1,73300,,1,0,1
2007,137333.0,1,1,10000,242.0,0,0,1
2019,16813.0,1,0,45900,188.0,0,0,0
2017,110000.0,1,1,34999,355.0,0,0,0
2020,25990.0,0,0,38598,,1,0,0
2011,140401.0,1,1,16000,320.0,0,0,0
2022,18185.0,0,0,31755,,1,0,0
2021,11250.0,0,1,70250,420.0,0,0,0
2022,6640.0,0,1,51999,455.0,0,0,0
2011,93000.0,1,1,11900,335.0,0,0,0
1999,58800.0,0,1,15000,305.0,0,0,0
1994,90000.0,1,1,2990,,0,0,0
2022,20400.0,0,1,29900,208.0,0,0,0
2000,74000.0,0,1,4700,200.0,0,0,0
2013,89000.0,1,1,12500,344.0,0,0,0
2022,15600.0,1,1,68995,315.0,0,0,0
2020,23600.0,0,1,31900,311.0,0,0,0
2020,14065.0,1,1,27671,,0,0,0
2018,90601.0,0,1,26000,152.0,0,0,0
2007,98528.0,1,1,7450,158.0,0,0,0
2018,45791.0,0,1,52000,463.0,0,0,0
2016,89500.0,0,1,35000,410.0,0,0,1
2011,153818.0,1,1,29800,400.0,0,0,0
2012,6400.0,0,1,48000,550.0,0,0,0
2008,76500.0,1,1,28000,306.0,0,0,0
2008,62378.0,1,1,33995,380.0,0,1,0
2021,15555.0,0,1,62890,,0,0,0
2022,12209.0,0,0,104900,,0,0,0
2012,190000.0,1,1,6000,220.0,0,0,0
2009,137600.0,0,1,6880,172.0,0,0,0
2012,74582.0,0,1,8500,283.0,0,0,0
2010,65000.0,1,0,8900,210.0,0,0,0
2021,76100.0,0,1,130000,416.0,0,0,0
2017,23567.0,1,1,215000,416.0,0,0,0
2022,18196.0,0,1,62000,400.0,0,0,1
2007,49626.0,0,1,12000,228.0,0,0,0
1999,267000.0,1,1,8000,150.0,0,0,0
2019,67500.0,0,1,40500,375.0,0,0,0
2019,48156.0,0,0,40368,,0,0,0
2015,48000.0,0,1,32900,306.0,0,0,0
2016,116500.0,0,1,14311,,0,0,0
2009,78500.0,0,1,12000,179.0,0,0,0
2014,86000.0,0,1,41500,260.0,0,0,0
2001,119900.0,1,1,18000,240.0,0,0,0
2014,84709.0,0,1,13800,240.0,0,0,0
2019,19200.0,0,1,41500,455.0,0,0,0
2018,32199.0,0,1,35500,270.0,0,0,0
2021,43875.0,1,0,29725,,0,0,0
2018,15055.0,0,1,59000,416.0,0,0,0
2021,12941.0,1,1,51500,355.0,0,0,0
2016,25000.0,0,1,65000,385.0,0,0,0
2019,21000.0,1,1,42000,335.0,0,0,0
2020,12500.0,0,1,84999,490.0,0,0,0
2016,50361.0,0,0,65998,,0,0,0
2019,82000.0,0,1,32471,280.0,0,0,0
2001,71448.0,0,1,10500,200.0,0,0,0
2021,51890.0,0,1,59980,,0,0,0
2008,116500.0,0,1,15999,286.0,0,0,0
2021,34365.0,1,1,48000,410.0,0,0,1
2000,177700.0,0,1,2500,170.0,0,0,0
2022,9099.0,0,1,68362,,0,0,0
2011,90818.0,1,1,8300,211.0,0,0,0
2017,41650.0,0,1,23600,310.0,0,0,0
2010,46100.0,0,1,72999,485.0,0,0,0
2020,40000.0,0,1,112500,630.0,0,0,0
2017,166549.0,1,1,24950,355.0,0,0,0
2005,41059.0,0,1,11100,225.0,0,0,0
2020,23823.0,0,1,49995,,1,0,0
2011,240000.0,0,1,18500,335.0,0,0,0
2020,21487.0,0,1,35345,,1,0,0
2023,3950.0,0,1,83500,503.0,0,0,0
2016,42526.0,0,1,66200,440.0,0,0,1
2012,140500.0,0,1,11800,324.0,0,0,0
2014,82500.0,0,1,15000,143.0,0,0,0
2008,149000.0,0,1,10099,300.0,0,0,1
2007,90000.0,1,1,12000,306.0,0,0,0
2012,64549.0,0,1,17000,211.0,0,0,0
2015,91403.0,0,0,14998,,1,0,0
2020,43277.0,0,0,43599,,0,0,0
2013,124000.0,0,1,11900,230.0,0,0,0
2007,37216.0,1,1,14995,210.0,0,0,0
2018,62808.0,1,0,38598,,1,0,0
2006,52744.0,1,1,37500,325.0,0,0,1
2014,111095.0,1,1,26000,355.0,0,0,0
2019,107714.0,0,1,34918,,0,0,1
2003,109000.0,0,1,17500,316.0,0,0,1
2017,98600.0,0,1,26500,320.0,0,0,0
2005,257700.0,0,1,3550,218.0,0,0,0
2001,333361.0,1,1,17000,250.0,0,0,0
2016,158000.0,0,1,19780,380.0,0,0,1
2018,57690.0,1,1,15900,185.0,0,0,0
2023,11649.0,1,0,39999,280.0,0,0,0
2008,192000.0,1,1,11000,166.0,0,0,0
2011,156856.0,0,1,14300,310.0,0,0,0
2023,154.0,0,0,274900,,1,0,1
2014,94448.0,0,1,15999,200.0,0,0,0
2012,70000.0,1,1,15051,305.0,0,0,0
2013,20800.0,0,1,19795,252.0,0,0,0
2017,73120.0,1,1,19950,268.0,0,0,0
2019,35000.0,0,1,83000,429.0,0,0,0
2007,59700.0,0,1,10000,200.0,0,0,0
2021,8210.0,0,1,55000,401.0,0,0,0
2012,102800.0,0,1,16000,385.0,0,0,0
2011,173456.0,1,1,16000,381.0,0,0,0
2015,25548.0,0,1,49000,455.0,0,0,0
2015,130000.0,0,1,24500,429.0,0,0,0
2011,114323.0,0,1,6000,175.0,0,0,0
2018,18500.0,0,1,115000,600.0,0,1,0
2022,22457.0,0,0,40036,,0,0,1
2018,63160.0,1,1,47000,463.0,0,0,0
2016,88000.0,0,1,18500,335.0,0,0,1
2021,64957.0,0,1,39979,,1,0,0
2011,93009.0,0,1,22495,,0,0,0
2020,31349.0,0,0,39366,,0,0,0
2020,34000.0,0,1,69950,534.0,0,0,1
2021,23600.0,0,1,42999,296.0,0,0,0
2021,9142.0,0,1,61500,430.0,0,0,0
2018,7200.0,0,1,64000,425.0,0,0,0
2023,5006.0,0,0,59590,,0,0,0
2022,8730.0,0,0,48219,,1,0,0
2022,11000.0,1,1,48950,300.0,0,0,0
2022,7800.0,0,1,92500,835.0,0,0,0
2012,159870.0,1,1,9750,170.0,0,0,0
2023,5409.0,0,1,88950,,1,0,0
2021,17994.0,0,1,87500,,1,0,0
2016,83858.0,1,1,27633,355.0,0,0,0
2017,48000.0,0,1,20500,280.0,0,0,0
2005,170000.0,1,1,11200,282.0,0,0,0
2019,115000.0,0,1,39000,310.0,0,0,0
2015,85385.0,0,1,15550,210.0,0,0,0
2019,44741.0,0,1,52999,450.0,0,0,1
2016,52750.0,1,1,28998,360.0,0,0,0
2022,9686.0,0,1,30990,,0,0,0
2013,117500.0,1,1,6500,138.0,0,0,0
2006,78049.0,0,1,13980,300.0,0,0,0
2014,85000.0,1,1,11250,292.0,0,0,0
2011,74500.0,0,1,22000,412.0,0,0,0
2021,35000.0,0,1,37499,261.0,0,0,0
2022,49860.0,1,1,47645,,0,0,0
2020,63875.0,1,1,41900,395.0,0,0,1
2013,76500.0,0,1,28000,291.0,0,0,0
1999,86111.0,1,1,3500,133.0,0,0,0
2008,10900.0,0,1,129000,480.0,0,0,1
2018,53100.0,0,1,17500,160.0,0,0,0
2014,124705.0,0,1,6499,283.0,0,0,0
2016,100000.0,0,1,24000,240.0,0,0,1
2021,18385.0,0,1,29255,,0,0,0
2018,36798.0,1,1,49500,,1,0,1
2016,96000.0,1,1,23000,416.0,0,0,1
2020,16754.0,0,1,112000,557.0,0,0,0
2022,25420.0,0,1,24500,158.0,0,0,0
2018,33700.0,1,1,12000,160.0,0,0,0
2018,16280.0,0,1,85500,365.0,0,0,1
2012,239000.0,0,1,7000,295.0,0,0,0
2018,46000.0,0,1,59500,518.0,0,0,1
2016,131193.0,0,1,11970,,0,0,0
2012,160900.0,0,1,15000,270.0,0,0,0
2015,98000.0,0,1,22500,315.0,0,0,0
2007,75137.0,1,1,24999,245.0,0,0,1
2020,22466.0,0,1,45900,301.0,0,0,0
2022,34800.0,0,1,46000,248.0,0,0,0
2017,44000.0,0,1,55000,425.0,0,0,0
2022,16400.0,0,1,34000,191.0,0,0,0
2017,67000.0,0,1,37999,381.0,0,0,0
2020,42717.0,0,1,33500,255.0,0,0,0
2015,94500.0,1,1,30000,355.0,0,0,0
2019,31681.0,1,1,33500,280.0,0,0,1
2019,44000.0,0,1,29000,246.0,0,0,0
2023,9822.0,0,0,50998,,0,0,0
2016,87248.0,0,1,19999,300.0,0,0,0
2020,39192.0,0,0,24590,,0,0,0
2020,42000.0,1,0,19000,181.0,0,0,0
2021,32437.0,0,1,51000,315.0,0,0,0
2015,125000.0,0,1,15000,240.0,0,0,0
2015,122770.0,0,1,27499,360.0,0,0,0
2023,6046.0,0,0,51598,,0,0,0
2016,63300.0,0,1,31000,340.0,0,0,0
2016,64000.0,0,1,36995,510.0,0,0,0
2020,37248.0,0,1,54500,395.0,0,0,0
2021,10550.0,0,1,67800,557.0,0,0,1
2022,4451.0,1,1,55655,,1,0,0
2017,128000.0,0,1,26800,285.0,0,0,0
2019,43000.0,0,1,50000,,0,0,0
2018,74600.0,0,1,24000,152.0,0,0,0
2014,110000.0,0,1,9495,252.0,0,0,0
2021,53000.0,1,1,67100,420.0,0,0,0
2013,800.0,0,1,9800,132.0,0,0,0
2023,500.0,0,1,59500,245.0,0,0,0
2021,63866.0,0,1,41885,,0,0,0
2016,96000.0,0,1,21990,252.0,0,0,0
2008,94000.0,0,1,25999,414.0,0,0,0
2002,89000.0,0,1,10400,200.0,0,0,0
2010,155000.0,0,1,8300,273.0,0,0,0
2004,33362.0,1,1,17599,178.0,0,0,0
2009,135606.0,0,1,15000,405.0,0,0,1
2010,64800.0,1,1,20900,255.0,0,0,1
2006,123000.0,0,1,15000,400.0,0,0,0
2014,126500.0,0,1,15000,300.0,0,0,0
2021,21613.0,0,0,58998,,0,0,1
2019,32376.0,0,1,128000,416.0,0,0,0
2010,58500.0,1,1,20000,315.0,0,0,0
2020,12118.0,0,1,52900,424.0,0,0,0
2020,38356.0,0,0,36598,,0,0,0
2016,76200.0,0,1,42000,420.0,0,0,1
2018,34000.0,1,1,25000,,0,0,0
2017,76000.0,0,1,41400,285.0,0,0,0
2010,132700.0,1,1,10700,204.0,0,0,0
2019,59692.0,0,1,35900,285.0,0,0,0
2023,13600.0,0,1,65000,355.0,0,0,0
2005,131800.0,1,1,5800,295.0,0,0,0
2020,57000.0,1,1,37500,375.0,0,0,0
2017,104000.0,1,1,19995,365.0,0,0,0
2012,59600.0,0,1,19900,302.0,0,0,0
2022,23850.0,0,1,99750,475.0,0,0,0
2023,2046.0,0,1,43499,252.0,0,0,0
2023,7089.0,1,1,29895,214.0,0,0,0
2004,46000.0,0,1,18853,302.0,0,0,0
2011,137483.0,0,1,3200,188.0,0,0,0
2023,1869.0,0,1,164725,,1,0,0
2008,155500.0,1,1,6800,212.0,0,0,0
2015,112000.0,1,1,14500,169.0,0,0,0
2003,103000.0,0,1,5200,210.0,0,0,0
2009,25500.0,0,1,79995,385.0,0,0,1
2018,86000.0,0,1,26900,290.0,0,0,0
2020,40000.0,0,1,45000,285.0,0,0,0
2023,9400.0,0,1,31500,180.0,0,0,0
2001,220000.0,0,1,5500,140.0,0,0,0
2018,65900.0,1,1,34700,301.0,0,0,0
2022,18533.0,0,1,38978,,1,0,0
2015,23700.0,0,1,42800,425.0,0,0,0
2021,9200.0,1,1,71200,335.0,0,0,0
2022,5018.0,0,0,114998,,1,0,0
2007,102000.0,0,1,24900,239.0,0,0,0
2020,23195.0,0,0,38900,,1,0,0
2018,105674.0,0,1,34995,375.0,0,0,0
2008,59257.0,0,1,18200,255.0,0,0,0
2016,101387.0,1,1,16000,245.0,0,0,0
2011,67500.0,0,1,18000,230.0,0,0,0
2019,59338.0,0,1,42499,335.0,0,0,1
2017,91000.0,0,1,12500,160.0,0,0,0
2023,6188.0,0,1,53900,455.0,0,0,1
2021,13344.0,0,1,56500,188.0,0,0,0
2016,95500.0,0,1,20000,365.0,0,0,0
2015,118500.0,1,1,15400,220.0,0,0,0
2021,11111.0,0,0,38998,,1,0,0
2018,51850.0,0,1,28900,400.0,0,0,0
2013,52044.0,0,1,76500,400.0,0,0,1
2004,69600.0,0,1,37900,550.0,0,1,0
2008,140600.0,0,1,7500,390.0,0,0,0
2000,132200.0,0,1,26900,400.0,0,0,0
2016,38100.0,0,1,21000,365.0,0,0,1
2021,32957.0,0,0,77900,,1,0,0
2002,117200.0,0,1,15000,333.0,0,0,0
2011,165454.0,1,1,4000,306.0,0,0,0
2014,52000.0,1,1,37000,275.0,0,0,1
2021,33500.0,0,1,34000,260.0,0,0,0
2017,56846.0,0,1,29000,335.0,0,0,1
2015,69000.0,0,1,25700,445.0,0,0,0
2011,175000.0,0,1,9000,250.0,0,0,0
2013,43000.0,0,1,35000,283.0,0,0,0
2016,90189.0,1,1,17995,241.0,0,0,0
2008,94155.0,0,1,10500,275.0,0,0,0
2018,53450.0,0,1,49999,420.0,0,0,0
2020,23430.0,0,0,80998,,1,0,0
2013,225000.0,0,1,13600,202.0,0,0,0
2019,33000.0,0,1,59000,450.0,0,0,0
2019,69800.0,0,1,34600,395.0,0,0,0
2020,4880.0,0,0,57998,,1,0,0
2011,199000.0,0,1,9250,268.0,0,0,0
2017,83280.0,0,0,20599,,0,0,0
2012,167000.0,1,1,19470,301.0,0,0,0
