model_year,milage,accident,clean_title,price,horsepower,turbo,is_luxury,is_upper_class
2009,162000.0,1,1,7500,262.0,0,0,0
2021,34967.0,1,1,49999,382.0,0,0,0
2017,19324.0,0,1,75000,456.0,0,0,0
2023,2200.0,0,1,75000,325.0,0,0,0
2022,15577.0,0,0,19599,,0,0,0
2022,10500.0,0,1,49999,375.0,0,0,0
2019,52775.0,0,1,39799,285.0,0,0,0
2021,14442.0,0,1,38500,280.0,0,0,0
2020,41500.0,0,1,68000,395.0,0,0,0
2019,20500.0,0,1,76000,380.0,0,0,0
2003,87600.0,1,1,32000,315.0,0,0,1
2017,37100.0,1,1,26125,335.0,0,0,0
2013,113000.0,1,1,16000,265.0,0,0,0
2018,45203.0,0,1,39853,,1,0,0
2016,67280.0,0,1,41999,449.0,0,0,0
2018,60660.0,1,1,46900,375.0,0,0,0
2019,136150.0,1,1,22500,335.0,0,0,0
2017,37900.0,0,1,22000,208.0,0,0,0
2018,58350.0,0,1,29497,208.0,0,0,0
2015,100900.0,0,0,21998,,0,0,0
2006,218000.0,0,1,12990,330.0,0,0,0
2016,71280.0,0,1,22000,333.0,0,0,0
2012,65750.0,1,1,15995,261.0,0,0,0
2006,167500.0,0,1,14500,295.0,0,0,0
2022,10376.0,0,0,98900,,1,0,0
2005,190395.0,0,1,5000,184.0,0,0,0
2016,64800.0,0,1,50000,560.0,0,0,0
2021,11737.0,0,1,33687,,1,0,0
2015,74500.0,0,1,33900,386.0,0,0,0
2014,105000.0,0,1,10950,158.0,0,0,0
2022,1966.0,0,0,75900,,1,0,0
2017,20220.0,0,1,32324,390.0,0,0,0
2019,12000.0,0,1,48000,349.0,0,0,0
2020,26315.0,0,1,31871,,1,0,0
2018,48210.0,0,1,24999,276.0,0,0,0
2023,989.0,0,1,122950,,1,0,0
2011,20000.0,0,1,51000,276.0,0,0,0
2019,62660.0,0,1,16500,185.0,0,0,0
2016,96000.0,0,1,65000,416.0,0,0,0
2011,110000.0,1,1,12000,400.0,0,0,0
2014,127356.0,1,1,19990,328.0,0,0,0
2007,86000.0,0,1,15000,340.0,0,0,0
2017,59500.0,1,1,21000,310.0,0,0,0
2014,186000.0,1,1,10000,302.0,0,0,0
2021,25918.0,0,1,32000,228.0,0,0,0
2009,77925.0,0,1,16500,268.0,0,0,0
2020,78000.0,1,1,29500,360.0,0,0,0
2022,1240.0,0,0,53900,,0,0,0
2010,49620.0,0,1,10499,275.0,0,0,0
2020,43000.0,1,1,40000,248.0,0,0,0
2018,18500.0,1,1,77999,526.0,0,0,0
2021,51902.0,0,1,57480,,1,0,0
2020,46250.0,1,1,27800,,0,0,0
2020,39000.0,0,1,43000,455.0,0,0,1
2014,136000.0,1,1,12000,208.0,0,0,0
2013,102750.0,0,1,20000,256.0,0,0,0
2014,104000.0,0,1,21000,306.0,0,0,0
2017,26269.0,1,0,25307,,0,0,1
2019,41906.0,1,1,45999,445.0,0,0,0
2003,127273.0,0,1,15000,333.0,0,0,0
2023,2425.0,0,0,42998,,0,0,0
2012,61450.0,0,1,19500,333.0,0,0,0
2007,132272.0,1,1,6700,261.0,0,0,0
2016,91000.0,0,1,68500,381.0,0,0,0
2012,117220.0,0,1,8900,206.0,0,0,0
2018,6523.0,0,0,143900,,1,0,0
2005,116320.0,1,1,6000,215.0,0,0,0
2008,123500.0,1,1,13500,306.0,0,0,0
2018,42833.0,0,1,37000,390.0,0,0,0
2019,19850.0,0,1,24000,134.0,0,0,0
2019,22039.0,0,1,113990,542.0,0,1,0
2018,95000.0,0,1,43000,275.0,0,0,0
2022,9628.0,0,1,78500,444.0,0,0,0
2012,107000.0,0,1,9499,170.0,0,0,0
2023,1120.0,0,1,92900,503.0,0,0,0
2019,46000.0,0,1,40000,306.0,0,0,0
2016,46200.0,1,1,41500,340.0,0,0,1
2016,74122.0,0,1,35900,417.0,0,0,1
2017,134000.0,0,1,26500,310.0,0,0,0
2019,49500.0,0,1,55900,463.0,0,0,0
2007,117000.0,1,1,9975,306.0,0,0,0
2022,18428.0,0,0,83998,,0,0,0
2019,9949.0,0,0,75798,,1,0,0
2018,104700.0,1,0,30775,,0,0,0
2023,6483.0,0,0,96900,,1,0,1
1993,75980.0,0,1,90200,,0,0,0
2019,18997.0,0,1,26750,189.0,0,0,0
2015,135140.0,0,1,23500,270.0,0,0,0
2012,82046.0,0,1,13999,302.0,0,0,0
2015,77500.0,0,1,54000,397.0,0,0,0
2019,17000.0,0,1,95000,603.0,0,0,0
2019,22770.0,0,1,184606,715.0,0,1,0
2012,160249.0,0,1,12900,403.0,0,0,0
2016,25880.0,0,1,25500,282.0,0,0,0
2018,87500.0,0,1,28000,252.0,0,0,1
2016,30700.0,0,1,138999,475.0,0,0,1
2018,52694.0,0,1,49999,385.0,0,0,0
2018,61454.0,0,1,31000,295.0,0,0,0
2015,124000.0,1,1,12900,184.0,0,0,0
2014,78568.0,0,1,15500,188.0,0,0,1
2016,51354.0,0,1,73000,416.0,0,0,0
2014,99450.0,0,1,21000,285.0,0,0,0
2018,19600.0,1,1,62000,425.0,0,0,0
2023,1100.0,0,1,92000,490.0,0,0,0
2003,46873.0,0,1,11500,142.0,0,0,0
2015,142792.0,0,1,22999,355.0,0,0,0
2022,32117.0,0,0,33299,,0,0,0
2020,33060.0,0,1,36500,285.0,0,0,0
2005,122961.0,0,1,20995,,0,0,0
2021,27654.0,0,0,61998,,1,0,0
2014,90347.0,0,1,21800,300.0,0,0,0
2015,179200.0,1,1,16000,355.0,0,0,0
2018,68455.0,0,1,30989,,0,0,0
2022,31700.0,0,1,43500,293.0,0,0,0
2019,58600.0,1,1,29000,330.0,0,0,0
2012,87500.0,0,1,11499,308.0,0,0,0
2012,76465.0,1,1,22500,315.0,0,0,0
2008,140000.0,1,1,9000,202.0,0,0,0
2004,163000.0,1,1,18000,325.0,0,0,0
2009,153000.0,0,1,8700,265.0,0,0,0
2022,14100.0,0,1,53000,255.0,0,0,0
2018,5918.0,0,0,179900,,1,1,0
2015,162000.0,0,1,11500,155.0,0,0,0
2017,108559.0,0,0,15998,,0,0,0
2018,53000.0,1,1,28000,252.0,0,0,0
2017,63500.0,0,1,27500,420.0,0,0,0
2019,60000.0,0,1,36500,335.0,0,0,0
2014,67900.0,1,0,25990,333.0,0,0,0
2022,8307.0,0,0,98900,,1,0,0
2019,20296.0,0,0,30599,,1,0,0
2015,123500.0,0,1,25650,355.0,0,0,0
2018,29000.0,0,1,19500,166.0,0,0,0
2016,47144.0,0,1,29950,292.0,0,0,0
2007,24985.0,1,0,33580,236.0,0,0,0
2017,78110.0,1,0,17500,170.0,0,0,0
2002,300000.0,1,1,5000,300.0,0,0,0
2023,3000.0,0,1,123999,277.0,0,0,0
2006,80000.0,0,1,43000,355.0,0,0,1
2009,75000.0,0,1,18900,319.0,0,0,0
2022,31850.0,0,1,60500,389.0,0,0,0
2016,41680.0,0,1,17495,189.0,0,0,0
2017,33812.0,0,1,14999,111.0,0,0,0
2017,93971.0,0,1,47000,420.0,0,0,0
2006,61000.0,0,1,10299,218.0,0,0,0
2011,160000.0,0,1,4700,365.0,0,0,0
2016,45303.0,0,1,20999,348.0,0,0,0
2020,44000.0,0,1,34999,280.0,0,0,0
2017,73948.0,0,1,31990,308.0,0,0,0
2020,6600.0,0,1,128900,550.0,0,0,0
2019,49131.0,1,0,55460,,1,0,1
2022,22000.0,0,1,45000,320.0,0,0,0
2016,117000.0,0,1,26500,365.0,0,0,0
2002,119500.0,1,1,36995,320.0,0,0,1
2018,15175.0,1,0,19212,,0,0,0
2005,152270.0,1,1,6900,305.0,0,0,0
2022,16000.0,1,1,73995,445.0,0,0,0
2020,25721.0,0,1,52645,,1,0,0
2017,148000.0,0,1,13000,170.0,0,0,0
2007,232492.0,1,1,6000,210.0,0,0,0
2019,23230.0,0,1,44999,424.0,0,0,0
2012,80000.0,0,1,14800,261.0,0,0,0
2021,42653.0,0,0,38998,,0,0,0
2021,54200.0,0,1,23800,191.0,0,0,0
2016,71750.0,0,1,28000,295.0,0,0,0
2011,94500.0,0,1,27000,291.0,0,0,0
2016,64600.0,0,1,41000,440.0,0,0,1
2022,15583.0,0,0,40599,,1,0,0
2011,12300.0,0,1,45000,430.0,0,0,0
2021,100312.0,0,0,19980,,1,0,0
2003,83000.0,0,1,2900,104.0,0,0,0
2016,14770.0,0,0,254900,,0,1,0
2007,135465.0,0,1,15750,205.0,0,0,0
2019,19000.0,1,0,33242,,0,0,1
2020,41000.0,0,1,38700,295.0,0,0,0
2003,141800.0,1,1,5700,230.0,0,0,0
2023,4648.0,0,0,47598,,0,0,0
2008,144000.0,0,1,22000,323.0,0,0,0
2012,160000.0,0,1,4500,240.0,0,0,0
2009,130000.0,0,1,15500,202.0,0,0,0
2018,61258.0,0,1,49999,450.0,0,0,0
2022,19352.0,0,1,54599,455.0,0,0,0
2020,35400.0,0,1,71950,617.0,0,0,0
2018,8984.0,0,0,171900,,1,1,0
2016,72000.0,0,1,21400,429.0,0,0,0
2017,56000.0,0,1,44600,285.0,0,0,0
2021,13613.0,0,0,29798,,0,0,0
2014,111650.0,1,1,17500,290.0,0,0,0
2018,32260.0,0,1,20999,201.0,0,0,0
2019,59271.0,0,1,54995,380.0,0,0,0
2018,18000.0,0,1,67000,454.0,0,0,0
2017,14586.0,0,0,209991,,0,1,0
2020,2076.0,0,0,115998,,0,0,1
2004,210703.0,1,0,2300,165.0,0,0,0
2015,52111.0,1,1,37500,420.0,0,0,1
2015,40900.0,0,1,59750,577.0,0,0,0
2021,16146.0,0,0,239991,,0,1,0
2018,71312.0,0,1,17899,305.0,0,0,0
2021,13344.0,1,1,83499,321.0,0,0,1
2020,30900.0,0,1,21000,182.0,0,0,0
2015,85768.0,1,1,8250,109.0,0,0,0
2005,131000.0,0,1,16500,469.0,0,0,0
2014,119750.0,0,1,15499,300.0,0,0,0
2017,81880.0,0,1,21375,,1,0,0
2015,30300.0,1,1,29000,329.0,0,0,0
2016,37700.0,1,1,38000,,0,0,0
2019,16000.0,1,1,39990,355.0,0,0,0
2014,71097.0,0,1,18995,325.0,0,0,0
2013,112000.0,0,1,8800,340.0,0,0,0
2011,40000.0,1,1,20000,510.0,0,0,0
2003,155000.0,0,1,55000,415.0,0,0,1
2018,63400.0,0,1,29900,333.0,0,0,0
2007,99000.0,0,1,22999,403.0,0,0,0
2013,106700.0,0,1,17500,332.0,0,0,0
2021,75151.0,0,1,130000,416.0,0,0,0
2019,33499.0,1,1,44495,445.0,0,0,0
2022,27300.0,0,1,47500,285.0,0,0,0
2001,242000.0,0,1,7300,282.0,0,0,0
2018,53607.0,1,0,31853,,0,0,0
2019,23083.0,0,1,33500,255.0,0,0,0
2013,162100.0,0,1,12500,255.0,0,0,0
2015,159500.0,1,1,18800,420.0,0,0,0
2016,117660.0,1,1,19500,320.0,0,0,0
2019,81778.0,0,1,32769,,1,0,0
2021,40000.0,0,1,32500,303.0,0,0,0
2023,2437.0,0,1,78350,375.0,0,0,0
1995,120000.0,1,1,6500,,0,0,0
2014,125000.0,1,1,22500,510.0,0,0,0
2019,48500.0,1,1,43500,349.0,0,0,0
2021,38500.0,1,1,94995,420.0,0,0,0
2019,37000.0,0,1,58000,518.0,0,0,1
2021,7008.0,1,0,151900,443.0,0,0,1
2012,53000.0,1,1,13750,292.0,0,0,0
2016,98000.0,1,1,36000,270.0,0,0,0
2006,201509.0,1,1,11000,345.0,0,0,0
2022,4520.0,0,1,38500,250.0,0,0,1
2017,72700.0,0,1,27499,300.0,0,0,0
2009,107500.0,0,1,9500,132.0,0,0,0
2000,45000.0,0,1,12500,290.0,0,0,0
2017,48000.0,1,1,30000,340.0,0,0,0
2020,27363.0,0,1,35000,278.0,0,0,0
2017,31500.0,0,1,97555,420.0,0,0,1
2015,90000.0,0,1,16000,170.0,0,0,0
2018,24360.0,0,1,31500,271.0,0,0,1
2015,145000.0,0,1,24950,355.0,0,0,0
2021,10558.0,0,1,75000,505.0,0,0,0
2013,87066.0,0,1,20999,310.0,0,0,0
2006,28950.0,1,0,16750,302.0,0,0,0
2014,77000.0,1,1,30000,305.0,0,0,0
2014,79000.0,0,1,17000,181.0,0,0,0
1996,85760.0,0,1,14500,300.0,0,0,0
2021,13700.0,1,0,60000,382.0,0,0,0
2022,29800.0,0,0,58900,,0,0,0
2022,9000.0,0,1,56900,382.0,0,0,0
2011,37200.0,0,1,27500,300.0,0,0,1
2013,87001.0,0,1,17995,200.0,0,0,0
2020,9100.0,0,1,49895,285.0,0,0,0
2002,70000.0,1,1,8000,175.0,0,0,0
2015,99897.0,0,1,26950,420.0,0,0,0
2008,82323.0,0,1,28500,237.0,0,0,0
2022,2071.0,0,0,99950,,0,0,0
2019,34068.0,0,1,46900,362.0,0,0,0
2013,139355.0,0,1,20900,333.0,0,0,0
2020,18362.0,0,1,60000,503.0,0,0,0
2015,110000.0,1,1,26499,510.0,0,0,0
2013,93500.0,1,1,15900,362.0,0,0,0
2005,147589.0,1,1,2800,275.0,0,0,0
2001,53814.0,1,0,11800,326.0,0,0,0
2011,82963.0,0,1,20995,332.0,0,0,0
2021,35315.0,0,1,66900,670.0,0,0,1
2019,48500.0,1,1,44999,480.0,0,0,0
2013,105000.0,1,1,6600,300.0,0,0,0
2016,135484.0,1,0,29748,,0,0,0
2022,11322.0,0,0,119900,,1,0,0
2015,70500.0,1,1,26500,340.0,0,0,1
2017,40200.0,1,1,24000,395.0,0,0,1
2022,18333.0,0,0,41599,,0,0,0
2023,2990.0,1,1,69900,400.0,0,0,1
2023,5200.0,0,1,88900,490.0,0,0,0
2015,102000.0,0,1,17000,241.0,0,0,0
2019,121521.0,0,1,26772,,0,0,0
2003,16100.0,0,1,35500,390.0,0,0,0
2021,15350.0,0,1,93500,420.0,0,0,0
2023,12425.0,0,0,57619,,0,0,0
2019,74000.0,0,1,25500,184.0,0,0,0
2018,61000.0,0,1,21800,187.0,0,0,0
2013,11563.0,1,1,12300,182.0,0,0,0
2018,41500.0,0,1,61000,188.0,0,0,0
2015,54700.0,1,1,20995,220.0,0,0,0
2014,128000.0,0,1,11000,201.0,0,0,0
2014,76850.0,1,1,32999,429.0,0,0,0
2022,7600.0,1,1,46000,455.0,0,0,0
2017,25000.0,1,1,65000,567.0,0,0,0
2016,74000.0,0,1,32000,455.0,0,0,0
2021,24534.0,0,1,21900,147.0,0,0,0
2023,2533.0,0,1,64900,301.0,0,0,0
2019,49814.0,0,0,26545,,1,0,1
2012,129000.0,1,1,7000,171.0,0,0,0
2011,100780.0,1,1,12000,300.0,0,0,0
2016,67499.0,0,1,27500,285.0,0,0,0
2006,16000.0,0,1,22000,300.0,0,0,0
2015,198000.0,0,1,14000,270.0,0,0,0
2008,94000.0,0,1,12500,243.0,0,0,0
2020,54320.0,1,1,67000,707.0,0,0,0
2017,157272.0,1,1,32999,350.0,0,0,1
2015,124250.0,1,1,17900,235.0,0,0,0
2016,8228.0,0,1,62500,707.0,0,0,0
2014,84450.0,0,1,19000,302.0,0,0,0
2022,18500.0,0,1,42000,320.0,0,0,0
2007,45000.0,0,1,7900,172.0,0,0,0
2014,102370.0,0,1,21373,333.0,0,0,0
2010,123620.0,1,1,9900,179.0,0,0,0
2020,78700.0,0,1,18000,187.0,0,0,0
2016,101900.0,0,1,29000,270.0,0,0,0
2021,1850.0,0,1,49000,266.0,0,0,1
2017,77300.0,0,1,30000,306.0,0,0,0
2018,20760.0,0,1,55500,403.0,0,0,0
2022,2116.0,0,0,90998,,0,0,1
2020,18200.0,1,1,29500,228.0,0,0,0
2022,27858.0,0,1,197750,,1,1,0
2015,66000.0,0,1,12000,160.0,0,0,0
2005,176691.0,1,1,13000,325.0,0,0,0
2001,64309.0,0,1,7500,260.0,0,0,0
2001,231581.0,0,1,4300,220.0,0,0,0
2015,89150.0,0,1,31900,360.0,0,0,0
2020,40929.0,1,1,44800,,0,0,0
2006,77000.0,0,1,57000,286.0,0,0,0
2016,25000.0,0,1,17999,335.0,0,0,0
2016,85325.0,0,1,30000,285.0,0,0,0
2021,19700.0,0,1,48000,335.0,0,0,1
2015,36670.0,0,0,39998,,0,0,0
2021,61308.0,0,1,42000,425.0,0,0,1
2022,4514.0,0,0,132998,,1,0,0
2023,10748.0,0,0,63100,,1,0,0
2019,18421.0,1,0,85000,369.0,0,0,0
2019,50000.0,1,1,27000,248.0,0,0,0
2023,16200.0,0,1,36900,227.0,0,0,0
2023,1716.0,0,0,39998,,0,0,0
2019,39000.0,1,1,34000,302.0,0,0,0
2005,143095.0,0,1,16000,400.0,0,0,0
2007,83150.0,0,1,6950,244.0,0,0,0
2019,73091.0,1,1,58500,445.0,0,0,0
2004,130000.0,0,1,7500,260.0,0,0,0
2021,8263.0,0,1,29000,180.0,0,0,0
2015,28700.0,1,0,24900,404.0,0,0,0
2014,112600.0,1,1,13000,260.0,0,0,0
2002,118500.0,1,1,5900,285.0,0,0,0
2019,39000.0,0,1,50000,335.0,0,0,0
2011,137000.0,1,1,8500,420.0,0,0,0
2011,106000.0,1,1,9400,385.0,0,0,0
2019,55234.0,0,0,19290,,1,0,0
2016,60000.0,1,1,25950,400.0,0,0,0
2015,89726.0,0,1,16000,288.0,0,0,0
2021,17300.0,0,1,31000,310.0,0,0,0
2020,27981.0,0,1,47500,285.0,0,0,0
2014,153350.0,1,1,9000,182.0,0,0,0
2023,1300.0,1,0,86900,620.0,0,0,0
2023,490.0,0,1,124999,409.0,0,0,0
2020,23344.0,0,0,36999,,1,0,0
2004,35400.0,0,1,24900,302.0,0,0,0
2006,89900.0,0,1,29994,325.0,0,0,1
2015,51400.0,0,1,43000,467.0,0,0,0
2019,112000.0,0,1,61995,450.0,0,0,0
2019,33012.0,0,1,38000,355.0,0,0,0
2021,33455.0,0,1,44750,381.0,0,0,0
2020,25300.0,0,1,39900,335.0,0,0,0
2021,21444.0,0,1,29995,,0,0,0
2016,93000.0,1,1,30000,355.0,0,0,0
2013,89700.0,0,1,17999,321.0,0,0,0
2020,49688.0,0,1,24900,200.0,0,0,0
2016,12454.0,0,1,210000,500.0,0,0,1
2017,34845.0,1,1,30000,295.0,0,0,0
2011,129999.0,0,1,29999,414.0,0,0,0
2022,16113.0,0,1,111000,188.0,0,0,0
2008,87000.0,0,1,15300,300.0,0,0,0
2008,135000.0,0,1,5699,300.0,0,0,0
2017,73350.0,0,1,37000,485.0,0,0,0
2020,10001.0,0,1,47214,,0,0,0
2011,92203.0,0,1,9995,211.0,0,0,0
2013,96419.0,1,1,14999,199.0,0,0,0
2020,4000.0,0,1,50000,285.0,0,0,0
2017,87305.0,0,1,9000,,0,0,0
2020,6900.0,0,1,43500,290.0,0,0,0
2020,30424.0,0,0,44998,,0,0,0
2018,67726.0,0,1,52000,420.0,0,0,0
2018,74422.0,0,0,44798,,1,0,0
2010,97097.0,1,1,22000,301.0,0,0,0
2015,20000.0,1,1,124990,553.0,0,1,0
2007,78200.0,1,1,22999,510.0,0,0,0
2022,13666.0,0,0,27999,,0,0,0
2020,31350.0,0,1,62450,425.0,0,0,0
2013,163500.0,0,1,16490,310.0,0,0,0
2006,145565.0,1,1,4500,250.0,0,0,0
2017,26000.0,0,1,33600,420.0,0,0,0
2018,58500.0,0,1,35000,285.0,0,0,0
2018,98000.0,1,1,25500,375.0,0,0,0
2021,19000.0,1,0,25900,187.0,0,0,0
2020,37500.0,0,1,59900,335.0,0,0,1
2021,2000.0,0,1,39000,280.0,0,0,0
2009,81327.0,0,1,17500,355.0,0,0,0
2018,84054.0,0,1,21499,152.0,0,0,0
2017,93500.0,0,1,16000,295.0,0,0,0
2012,33000.0,0,1,34999,291.0,0,0,0
2021,26000.0,0,1,37000,255.0,0,0,0
2019,16876.0,0,0,209900,,1,1,0
2001,47885.0,1,0,31995,300.0,0,0,1
2014,156193.0,0,1,36000,550.0,0,0,1
2022,8583.0,0,0,42999,,1,0,0
2021,4500.0,1,0,105000,420.0,0,0,0
2021,28105.0,1,0,32455,,1,0,0
2011,69700.0,1,1,23000,265.0,0,0,0
2016,61000.0,1,1,21000,201.0,0,0,0
2021,31729.0,1,1,29614,,1,0,0
2021,18000.0,0,1,39499,266.0,0,0,0
2021,13250.0,0,0,86900,,1,0,0
2020,88000.0,0,1,35500,425.0,0,0,1
2006,87500.0,1,1,12999,300.0,0,0,1
2001,122000.0,0,1,7800,140.0,0,0,0
2020,59419.0,0,1,73000,383.0,0,0,0
2012,110000.0,0,1,10200,375.0,0,0,0
2019,53433.0,0,1,36950,355.0,0,0,0
2007,50000.0,1,1,21900,420.0,0,0,0
2013,65000.0,0,1,20500,159.0,0,0,0
2014,33500.0,0,1,23000,330.0,0,0,0
2011,223824.0,1,1,4500,156.0,0,0,0
2021,72903.0,1,0,53998,,1,0,0
2018,35850.0,0,1,33000,252.0,0,0,0
2013,98000.0,1,1,15500,248.0,0,0,0
2020,45815.0,0,1,37700,291.0,0,0,0
2020,58700.0,1,1,48999,375.0,0,0,0
2018,63277.0,0,1,20900,170.0,0,0,0
2011,75000.0,1,1,12000,306.0,0,0,0
2014,62950.0,1,1,17498,304.0,0,0,0
2022,470.0,0,1,71900,563.0,0,0,0
2019,79500.0,0,1,33333,270.0,0,0,0
2021,67039.0,0,0,34645,,0,0,0
2021,2284.0,0,1,157500,,1,0,0
2018,19500.0,0,1,32250,227.0,0,0,0
2023,5338.0,0,1,76500,389.0,0,0,0
2014,33088.0,0,1,49750,325.0,0,0,1
2017,89106.0,0,1,18000,295.0,0,0,0
2013,81648.0,0,0,15900,,0,0,0
2016,110000.0,1,1,25900,300.0,0,0,1
2019,35340.0,0,1,23000,174.0,0,0,0
2015,36000.0,0,1,84999,400.0,0,0,1
2020,30900.0,0,1,27654,,0,0,0
2005,198000.0,1,1,15500,270.0,0,0,0
2022,21212.0,0,0,28906,,1,0,0
2012,54000.0,1,1,26000,300.0,0,0,1
2010,86121.0,0,1,13600,268.0,0,0,0
2022,28927.0,0,0,74900,,1,0,0
2017,53500.0,1,1,33999,362.0,0,0,0
2008,7960.0,0,1,81500,552.0,0,1,0
2014,115000.0,0,1,11495,179.0,0,0,0
2020,10458.0,0,1,48815,,0,0,1
2021,12000.0,1,1,99900,490.0,0,0,0
2019,90605.0,0,0,27698,,0,0,0
1998,120000.0,1,1,5500,140.0,0,0,0
2020,23278.0,0,0,114998,,0,0,1
2021,26000.0,0,1,104000,420.0,0,0,0
2016,107000.0,1,1,22000,385.0,0,0,0
2011,110000.0,1,1,6000,230.0,0,0,0
2021,17500.0,0,1,45000,455.0,0,0,1
2010,29000.0,0,1,29000,350.0,0,0,0
2022,14976.0,0,1,49999,,0,0,0
2008,202000.0,1,1,5700,255.0,0,0,0
2013,113395.0,1,1,18800,403.0,0,0,0
2022,16983.0,0,0,40998,,1,0,0
2022,14676.0,0,0,46787,,0,0,0
2015,23600.0,0,1,132900,430.0,0,0,1
2016,55000.0,0,1,28000,333.0,0,0,0
2013,112000.0,0,1,9999,148.0,0,0,0
2007,123112.0,1,1,104999,382.0,0,0,0
2018,48000.0,0,1,54000,567.0,0,0,0
2022,13079.0,0,1,47000,455.0,0,0,1
2019,37161.0,0,1,26990,,0,0,0
2004,64500.0,0,1,5900,180.0,0,0,0
2021,23400.0,0,1,52000,420.0,0,0,0
2015,52500.0,0,1,23000,268.0,0,0,0
2018,42125.0,0,1,38999,237.0,0,0,0
2023,2108.0,0,1,91000,835.0,0,0,0
2011,79000.0,1,1,80300,563.0,0,1,0
2018,24059.0,0,1,87150,650.0,0,0,0
2007,73500.0,0,1,75499,480.0,0,0,1
2018,70780.0,0,1,35700,308.0,0,0,0
2011,109902.0,0,1,4500,122.0,0,0,0
2004,73000.0,0,1,22500,500.0,0,0,0
2015,86000.0,0,1,29500,317.0,0,0,0
2001,171000.0,1,1,15000,181.0,0,0,0
2018,92800.0,0,1,34000,420.0,0,0,0
2016,136397.0,0,0,14798,,0,0,0
2015,85766.0,0,1,13000,240.0,0,0,0
2022,31917.0,0,1,64683,475.0,0,0,0
2022,8000.0,0,1,85000,335.0,0,0,0
2018,84184.0,0,0,35998,,0,0,0
2020,81000.0,0,1,64800,518.0,0,0,0
2007,90400.0,0,1,10199,335.0,0,0,0
2018,10950.0,0,1,60995,425.0,0,0,0
1996,170552.0,1,1,6500,190.0,0,0,0
2021,568.0,0,1,90788,760.0,0,0,0
2011,157000.0,0,1,23500,270.0,0,0,0
2012,162731.0,0,1,14500,320.0,0,0,0
2018,12370.0,0,1,28900,189.0,0,0,0
2022,18645.0,0,1,49700,,0,0,1
2019,54000.0,0,1,33000,219.0,0,0,0
2017,52000.0,1,1,20500,155.0,0,0,0
2013,135000.0,1,1,14000,445.0,0,0,0
2014,55564.0,1,1,22500,240.0,0,0,0
2015,157000.0,0,1,17000,290.0,0,0,0
2012,106335.0,0,1,19000,300.0,0,0,0
2022,12055.0,0,1,44400,425.0,0,0,1
2008,162000.0,1,1,6500,263.0,0,0,0
2016,40570.0,1,1,30490,435.0,0,0,0
2015,59271.0,0,1,29900,325.0,0,0,0
2018,8940.0,0,0,144900,,0,0,0
2012,95816.0,0,1,12000,302.0,0,0,0
2018,48700.0,0,1,27900,241.0,0,0,0
2015,54357.0,0,1,16250,173.0,0,0,0
2002,118600.0,1,1,5230,220.0,0,0,1
2022,37806.0,0,1,60894,355.0,0,0,0
2013,152000.0,1,1,8500,304.0,0,0,0
2019,67073.0,1,1,47999,450.0,0,0,1
2017,61773.0,0,1,46000,567.0,0,0,0
1998,134000.0,0,1,11500,340.0,0,0,0
2017,22000.0,0,1,210000,573.0,0,1,0
2006,98300.0,1,1,15900,362.0,0,0,0
2015,846.0,0,1,86999,357.0,0,0,0
2007,193827.0,0,1,14950,239.0,0,0,0
2011,169000.0,1,1,10999,300.0,0,0,0
2022,13750.0,0,1,79999,440.0,0,0,1
2016,102665.0,0,1,15450,310.0,0,0,0
2018,44486.0,0,0,25625,,1,0,0
2013,89190.0,1,1,15499,305.0,0,0,0
2020,43534.0,0,1,65990,534.0,0,0,1
2008,111300.0,0,1,7900,268.0,0,0,0
2015,38000.0,0,1,21900,290.0,0,0,0
2013,103466.0,1,1,14200,268.0,0,0,0
2019,51000.0,1,1,29000,295.0,0,0,0
2023,8100.0,0,1,57300,300.0,0,0,0
2010,77400.0,1,1,34500,416.0,0,0,0
2016,91000.0,0,1,39500,691.0,0,0,1
2020,37426.0,0,0,39998,,1,0,0
2014,4200.0,0,1,64995,335.0,0,0,0
2011,98658.0,0,1,14995,360.0,0,0,0
2016,138000.0,0,1,10990,175.0,0,0,0
2015,32000.0,0,1,36000,454.0,0,0,0
2015,112465.0,0,1,11995,240.0,0,0,0
2020,88161.0,1,1,48889,,0,0,0
2017,63150.0,0,1,21500,248.0,0,0,0
2003,114000.0,1,1,10700,345.0,0,0,0
2019,23827.0,0,1,34995,248.0,0,0,0
2023,3678.0,0,0,81998,,0,0,0
2020,40237.0,0,0,36998,,0,0,0
2010,138700.0,1,1,7000,265.0,0,0,0
2001,91812.0,0,1,12850,310.0,0,0,0
2016,127131.0,1,1,16770,227.0,0,0,0
2017,34150.0,0,1,45999,380.0,0,0,0
2006,91300.0,0,1,9200,350.0,0,0,0
2017,83298.0,0,1,18300,248.0,0,0,0
2022,7652.0,0,0,39998,,0,0,0
2019,88450.0,1,1,42900,420.0,0,0,0
2020,46000.0,0,1,54999,335.0,0,0,0
2022,1275.0,0,1,47999,228.0,0,0,0
2020,26470.0,0,1,29900,,1,0,0
2011,91500.0,1,1,13599,300.0,0,0,0
2021,33400.0,0,1,28000,250.0,0,0,0
2007,121630.0,0,1,9450,210.0,0,0,0
2019,68166.0,0,0,20818,,0,0,0
2020,33548.0,0,1,57999,469.0,0,0,0
2010,91545.0,0,1,13000,300.0,0,0,0
2022,7458.0,0,1,47500,455.0,0,0,0
